Date,Payee,Address,Amount,Account,Month,Cleaned Vendor,Category,Type
12/23/2025,WM SUPERCENTER #5968 WASHINGTON DC 25356 : Debit Card Purchase 12/21 09:08p #2969,,-46.62,Citi Checking 5060,2025-12,Walmart,Groceries,Expense
12/23/2025,WAL-MART #5968 WASHINGTON DC 25356 : Debit Card Purchase 12/21 09:13p #2969,,-16.93,Citi Checking 5060,2025-12,Walmart,Groceries,Expense
12/24/2025,PP*ADOBE INC ADOBE 4029357733 CA 25357 : Mobile Purchase Sign Based 12/21 12:31p #2969,,-7.41,Citi Checking 5060,2025-12,Adobe Inc Adobe,Other,Expense
12/24/2025,APPLE.COM/BILL CUPERTINO CA 25357 : Debit Card Purchase 12/22 03:27p #2969,,-21.19,Citi Checking 5060,2025-12,Apple Subscriptions,Subscriptions,Expense
12/26/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 12/23 06:07p #2969,,-14,Citi Checking 5060,2025-12,Apple Cash (Sent),Transfers,Expense
12/27/2025,PP*DOORDASH AHSANSHAL 402-935-7733 CA,402-935-7733  CA,-31.66,Card ending 3928,2025-12,Doordash Ahsanshal 402-935-7733,Other,Expense
12/29/2025,EXHALE SMOKE SHOP SILVER SPRINGMD,SILVER SPRING MD,-55,Card ending 3928,2025-12,Smoke Shop,Tobacco,Expense
12/29/2025,702 BOWLMOR 8003425263 BETHESDA MD,BETHESDA      MD,-5.82,Card ending 3928,2025-12,Bowlmor,Entertainment,Expense
12/29/2025,McDonalds 6449 WASHINGTON DC,WASHINGTON    DC,-10.32,Card ending 3928,2025-12,McDonald's,Food & Dining,Expense
12/29/2025,EXHALE SMOKE SHOP SILVER SPRINGMD,SILVER SPRING MD,-3.15,Card ending 3928,2025-12,Smoke Shop,Tobacco,Expense
12/29/2025,CVS/PHARMACY #01364 WASHINGTON DCAPPLE PAY ENDING IN 6355,,-36.27,Discover ending 3139,2025-12,CVS Pharmacy,Groceries,Expense
12/29/2025,CVS/PHARMACY #01364 WASHINGTON DCAPPLE PAY ENDING IN 6355,,-1.07,Discover ending 3139,2025-12,CVS Pharmacy,Groceries,Expense
12/29/2025,EXHALE SMOKE SHOP SILVER SPRINGMD,SILVER SPRING MD,-17,Card ending 3928,2025-12,Smoke Shop,Tobacco,Expense
12/30/2025,ZENE S DELI AND WORLD MA SILVER SPRINGMDAPPLE PAY ENDING IN 6355,,-63.26,Discover ending 3139,2025-12,Zene S Deli And World,Other,Expense
12/30/2025,PAYPAL *PEACOCKTVLL X58 888-221-1161 CA,,-3.17,Discover ending 3139,2025-12,Paypal *Peacocktvll X58 888-221-1161,Other,Expense
12/30/2025,ISLAND SMART CONVENIENCE WASHINGTON DC,WASHINGTON    DC,-1.05,Card ending 3928,2025-12,Island Smart Convenience Washington,Other,Expense
12/30/2025,ISLAND SMART CONVENIENCE WASHINGTON DC,WASHINGTON    DC,-7.62,Card ending 3928,2025-12,Island Smart Convenience Washington,Other,Expense
12/30/2025,EXXON EABLAD LLC WASHINGTON DC,WASHINGTON    DC,-30.01,Card ending 3928,2025-12,Exxon Eablad Llc Washington,Other,Expense
12/30/2025,WALMART.COM PURCHASE,,-28.56,TD Bank 4317,2025-12,Walmart.Com Purchase,Other,Expense
12/31/2025,BA ELECTRONIC PAYMENT,,400,Card ending 3928,2025-12,Bank of America (Payment),Debt Payments,Income
12/31/2025,EXHALE SMOKE SHOP SILVER SPRINGMD,SILVER SPRING MD,-55,Card ending 3928,2025-12,Smoke Shop,Tobacco,Expense
12/31/2025,Online  Xfer Transfer from SV x4317,,1000,TD Bank 4317,2025-12,Internal Transfer,Transfers,Income
12/31/2025,BANK OF AMERICA ONLINE PMT,,-400,TD Bank 4317,2025-12,Bank of America (Payment),Debt Payments,Expense
12/31/2025,TD ZELLE SENT 536500J0KZU3 Zelle AMSALE BELETE,,-1000,TD Bank 4317,2025-12,Zelle (Sent),Transfers,Expense
12/31/2025,SMOKE WORLD PINEY BRANCH SILVER SPRINGMDAPPLE PAY ENDING IN 6355,,-21.2,Discover ending 3139,2025-12,Smoke World Piney Branch Silver Springmd,Other,Expense
01/01/2026,EXHALE SMOKE SHOP SILVER SPRINGMDAPPLE PAY ENDING IN 6355,,-50,Discover ending 3139,2026-01,Smoke Shop,Tobacco,Expense
01/02/2026,McDonalds 6449 WASHINGTON DC,WASHINGTON    DC,-6.14,Card ending 3928,2026-01,McDonald's,Food & Dining,Expense
01/02/2026,LIVE ORGANIC LOS ANGELES CAAPPLE PAY ENDING IN 6355,,-50.14,Discover ending 3139,2026-01,Live Organic Los Angeles,Other,Expense
01/02/2026,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-8.96,Card ending 3928,2026-01,Uber,Transport,Expense
01/02/2026,Online  Xfer Transfer from SV x4317,,500,TD Bank 4317,2026-01,Internal Transfer,Transfers,Income
01/05/2026,NATANEM ABEB : Zelle Credit PAY ID:TDP007COPMRA ORG ID:TDP,,12,Citi Checking 5060,2026-01,Zelle (Received),Income,Income
01/05/2026,ONLINE/MOBILE RECURRING,,541.43,Card ending 3928,2026-01,Online/Mobile Recurring,Income,Income
01/05/2026,SQ *CHAB FASHION SILVER SPRINGMDAPPLE PAY ENDING IN 63550001152921516499042807,,-381.57,Discover ending 3139,2026-01,Chab Fashion Silver Springmdapple Pay Ending In,Other,Expense
01/05/2026,FAMOUS ROTISSERIE & GRIL SILVER SPRINGMDAPPLE PAY ENDING IN 6355,,-16.5,Discover ending 3139,2026-01,Famous Rotisserie & Gril Silver Springmd,Other,Expense
01/05/2026,TD ZELLE SENT 600500B0GAFO Zelle NATANEM ABEBE,,-12,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/06/2026,ROCKVILLE ICE SKATING ROCKVILLE MDAPPLE PAY ENDING IN 6355,,-19,Discover ending 3139,2026-01,Rockville Ice Skating Rockville,Other,Expense
01/06/2026,CHIPOTLE 1147 ROCKVILLE MDAPPLE PAY ENDING IN 6355,,-11.66,Discover ending 3139,2026-01,Chipotle,Food & Dining,Expense
01/06/2026,CVS/PHARMACY #01495 BELTSVILLE MDAPPLE PAY ENDING IN 6355,,-16.94,Discover ending 3139,2026-01,CVS Pharmacy,Groceries,Expense
01/06/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/04 09:06p #2969,,-4.29,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/06/2026,BANK OF AMERICA PAYMENT,,-541.43,TD Bank 4317,2026-01,Bank of America (Payment),Debt Payments,Expense
01/06/2026,DDA TR NSFR TRANSFER TO SAVINGS ACCT     x4317,,-50,TD Bank 4317,2026-01,Transfer to Savings,Transfers,Expense
01/07/2026,TD ZELLE RECEIVED 600700C0AB6M Zelle BIRHANU GEBIREMES,,400,TD Bank 4317,2026-01,Zelle (Received),Income,Income
01/07/2026,TD ZELLE SENT 600700H018F0 Zelle NATANEM ABEBE,,-20,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/07/2026,NATANEM ABEB : Zelle Credit PAY ID:TDP007FR4UNC ORG ID:TDP,,150,Citi Checking 5060,2026-01,Zelle (Received),Income,Income
01/07/2026,NATANEM ABEB : Zelle Credit PAY ID:TDP007FR4DZG ORG ID:TDP,,20,Citi Checking 5060,2026-01,Zelle (Received),Income,Income
01/07/2026,TD ZELLE SENT 600700J00XZU Zelle NATANEM ABEBE,,-150,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/07/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/05 02:42a #2969,,-6,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/08/2026,MCDONALD'S F19793 SILVER SPRINGMDAPPLE PAY ENDING IN 6355,,-2.11,Discover ending 3139,2026-01,McDonald's,Food & Dining,Expense
01/08/2026,VPI SFM LLC SILVER SPRINGMDAPPLE PAY ENDING IN 6355,,-19.08,Discover ending 3139,2026-01,Vpi Sfm Llc Silver Springmd,Other,Expense
01/08/2026,OPS*CSC FORT STVENS PLAC WASHINGTON DCAPPLE PAY ENDING IN 6355,,-10,Discover ending 3139,2026-01,Ops*Csc Fort Stvens Plac Washington,Other,Expense
01/08/2026,APPLE.COM/BILL CUPERTINO CA 26007 : Debit Card Purchase 01/06 02:28a #2969,,-3.17,Citi Checking 5060,2026-01,Apple Subscriptions,Subscriptions,Expense
01/09/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/07 08:46p #2969,,-5,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/09/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/07 09:04p #2969,,-5,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/09/2026,TD ZELLE SENT 600900N0205L Zelle NATANEM ABEBE,,-50,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/10/2026,EXXONMOBIL WASHINGTON DCAPPLE PAY ENDING IN 6355,,-17.35,Discover ending 3139,2026-01,Exxonmobil Washington,Other,Expense
01/10/2026,MCDONALDS 695 WASHINGTON DCAPPLE PAY ENDING IN 6355,,-11.19,Discover ending 3139,2026-01,McDonald's,Food & Dining,Expense
01/10/2026,DECADES LLC WASHINGTON DCAPPLE PAY ENDING IN 635501053R,,-18,Discover ending 3139,2026-01,Decades Llc Washington Dcapple Pay Ending In,Other,Expense
01/11/2026,NEW DODGE MARKET WASHINGTON DCAPPLE PAY ENDING IN 6355,,-3,Discover ending 3139,2026-01,New Dodge Market Washington,Other,Expense
01/12/2026,TD ZELLE SENT 601200L0FB3D Zelle ABRAHAM BERHANE,,-65,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/12/2026,REEM MUZEYEN : Zelle Credit PAY ID:BACy8xn4751i ORG ID:BAC,,150,Citi Checking 5060,2026-01,Zelle (Received),Income,Income
01/12/2026,PAYPAL *PATREON MEMBER 888-221-1161 CA,,-5,Discover ending 3139,2026-01,Patreon,Subscriptions,Expense
01/12/2026,EXHALE SMOKE SHOP SILVER SPRINGMDAPPLE PAY ENDING IN 6355,,-50,Discover ending 3139,2026-01,Smoke Shop,Tobacco,Expense
01/12/2026,NATANEM ABEB : Zelle Credit PAY ID:TDP007HT5GYO ORG ID:TDP,,50,Citi Checking 5060,2026-01,Zelle (Received),Income,Income
01/12/2026,GEICO *AUTO WASHINGTON DC 26009 : Debit Card Purchase 01/07 09:23p #2969,,-139.21,Citi Checking 5060,2026-01,GEICO,Bills & Utilities,Expense
01/13/2026,SHELL57546265208 SILVER SPRINGMDAPPLE PAY ENDING IN 6355,,-46.93,Discover ending 3139,2026-01,Shell57546265208 Silver Springmd,Other,Expense
01/13/2026,PP*DOORDASH TACOBELL 4029357733 CA 26011 : Mobile Purchase Sign Based 01/10 04:00a #2969,,-15.3,Citi Checking 5060,2026-01,Doordash Tacobell,Other,Expense
01/13/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/09 10:38p #2969,,-30,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/13/2026,ENTERTAINMENT EXPERTS ARVADA CO,ARVADA        CO,-2,Card ending 3928,2026-01,Entertainment Experts Arvada,Other,Expense
01/13/2026,McDonalds 695 WASHINGTON DC,WASHINGTON    DC,-14.49,Card ending 3928,2026-01,McDonald's,Food & Dining,Expense
01/13/2026,DIRECTPAY MINIMUM PAYMENTSEE DETAILS OF YOUR NEXT DIRECTPAY BELOW,,35,Discover ending 3139,2026-01,Directpay Minimum Paymentsee Details Of Your Next Directpay Below,Income,Income
01/13/2026,PP*DOORDASH TACOBELL 4029357733 CA 26012 : Mobile Purchase Sign Based 01/10 04:40a #2969,,-13.89,Citi Checking 5060,2026-01,Doordash Tacobell,Other,Expense
01/14/2026,7-ELEVEN 35278 WASHINGTON DC,WASHINGTON    DC,-2.04,Card ending 3928,2026-01,7-Eleven,Groceries,Expense
01/14/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/12 07:20p #2969,,-10,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/14/2026,DISCOVER PAYMENTS : ACH Electronic Debit,,-35,Citi Checking 5060,2026-01,Discover (Payment),Debt Payments,Expense
01/14/2026,McDonalds 6449 WASHINGTON DC,WASHINGTON    DC,-12.3,Card ending 3928,2026-01,McDonald's,Food & Dining,Expense
01/14/2026,McDonalds 6449 WASHINGTON DC,WASHINGTON    DC,-2.75,Card ending 3928,2026-01,McDonald's,Food & Dining,Expense
01/15/2026,NAYAX AUTOMATION AIR HUNT VALLEY MD,HUNT VALLEY   MD,-3.25,Card ending 3928,2026-01,Nayax Vending,Groceries,Expense
01/15/2026,NAYAX AIR 3 HUNT VALLEY MD,HUNT VALLEY   MD,-2.25,Card ending 3928,2026-01,Nayax Vending,Groceries,Expense
01/15/2026,PAYMENTUS CORP 9802723788 NC 26014 : Debit Card Purchase 01/13 03:07p #2969,,-1.8,Citi Checking 5060,2026-01,Paymentus Corp,Other,Expense
01/15/2026,NAYAX LLC HUNT VALLEY MDAPPLE PAY ENDING IN 6355,,-2,Discover ending 3139,2026-01,Nayax Vending,Groceries,Expense
01/15/2026,METRO WASHINGTON DC,WASHINGTON    DC,-2.25,Card ending 3928,2026-01,Metro Washington,Other,Expense
01/15/2026,DMV CC DESTINY 2027374404 DC 26014 : Debit Card Purchase 01/13 03:07p #2969,,-72,Citi Checking 5060,2026-01,DMV/Destiny,Subscriptions,Expense
01/16/2026,EXHALE SMOKE SHOP SILVER SPRINGMD,SILVER SPRING MD,-40,Card ending 3928,2026-01,Smoke Shop,Tobacco,Expense
01/16/2026,DAVESHOTCHICKEN DAVESHOTCHICKDC,DAVESHOTCHICK DC,-16.49,Card ending 3928,2026-01,Dave's Hot Chicken,Food & Dining,Expense
01/17/2026,BP#9316944TAKOMA BP WASHINGTON DC,WASHINGTON    DC,-9.98,Card ending 3928,2026-01,BP Gas,Auto & Gas,Expense
01/18/2026,INTEREST CHARGE ON PURCHASES,,-8.58,Discover ending 3139,2026-01,Interest Charge,Bank Fees,Expense
01/19/2026,REGAL CINEMAS INC 877-835-5734 TN,877-835-5734  TN,-37.42,Card ending 3928,2026-01,Regal Cinemas Inc 877-835-5734 Tn,Other,Expense
01/19/2026,REG MAJESTIC 20 1862 SILVER SPRINGMD,SILVER SPRING MD,-10.59,Card ending 3928,2026-01,Reg Majestic 20 1862 Silver Springmd,Other,Expense
01/19/2026,McDonalds 20863 WASHINGTON DC,WASHINGTON    DC,-5.38,Card ending 3928,2026-01,McDonald's,Food & Dining,Expense
01/19/2026,PAYPAL *DOORDASH NAZRET 888-221-1161 CA,,-41.78,Discover ending 3139,2026-01,Paypal *Doordash Nazret 888-221-1161,Other,Expense
01/19/2026,CVS/PHARMACY #01364 WASHINGTON DCAPPLE PAY ENDING IN 6355,,-1.35,Discover ending 3139,2026-01,CVS Pharmacy,Groceries,Expense
01/20/2026,NATANEM ABEB : Zelle Credit PAY ID:TDP020S1WGV4 ORG ID:TDP,,125,Citi Checking 5060,2026-01,Zelle (Received),Income,Income
01/20/2026,TD ZELLE SENT 601800K0GPE8 Zelle NATANEM ABEBE,,-30,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/20/2026,Online  Xfer Transfer from SV x4317,,125,TD Bank 4317,2026-01,Internal Transfer,Transfers,Income
01/20/2026,Online  Xfer Transfer from SV x4317,,100,TD Bank 4317,2026-01,Internal Transfer,Transfers,Income
01/20/2026,TD ZELLE SENT 602000J0JQVC Zelle NATANEM ABEBE,,-125,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/20/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/15 02:14p #2969,,-20,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/20/2026,NATANEM ABEB : Zelle Credit PAY ID:TDP020Q0C0WV ORG ID:TDP,,30,Citi Checking 5060,2026-01,Zelle (Received),Income,Income
01/21/2026,NATANEM ABEB : Zelle Credit PAY ID:TDP020T2D9Q0 ORG ID:TDP,,100,Citi Checking 5060,2026-01,Zelle (Received),Income,Income
01/21/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/17 12:29a #2969,,-20,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/21/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/18 01:18p #2969,,-20,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/21/2026,TD ZELLE SENT 602100C08ENL Zelle NATANEM ABEBE,,-100,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/22/2026,Online  Xfer Transfer from SV x4317,,100,TD Bank 4317,2026-01,Internal Transfer,Transfers,Income
01/22/2026,TD ZELLE SENT 602200B06GO0 Zelle SAMSON SHOBENO,,-124,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/22/2026,TD ZELLE SENT 602200D0AAUC Zelle SAMSON SHOBENO,,-50,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/22/2026,EXXONMOBIL WASHINGTON DCAPPLE PAY ENDING IN 6355,,-3.25,Discover ending 3139,2026-01,Exxonmobil Washington,Other,Expense
01/22/2026,BP#9315078GEORGIA AVE BP WASHINGTON DCAPPLE PAY ENDING IN 6355,,-26,Discover ending 3139,2026-01,BP Gas,Auto & Gas,Expense
01/22/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/20 03:09p #2969,,-125,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/23/2026,WAL-MART #5968 WASHINGTON DC 26022 : Debit Card Purchase 01/21 04:21p #2969,,-10.47,Citi Checking 5060,2026-01,Walmart,Groceries,Expense
01/23/2026,PAYPAL *AUTOZONEINC 402-935-7733 TN,402-935-7733  TN,161.11,Card ending 3928,2026-01,AutoZone,Auto & Gas,Income
01/23/2026,WM SUPERCENTER #5968 WASHINGTON DC 26022 : Debit Card Purchase 01/21 07:28a #2969,,-71.83,Citi Checking 5060,2026-01,Walmart,Groceries,Expense
01/23/2026,WM SUPERCENTER #5968 WASHINGTON DC 26022 : Debit Card Purchase 01/21 02:46p #2969,,-3.88,Citi Checking 5060,2026-01,Walmart,Groceries,Expense
01/23/2026,AUTOZONE #5234 WASHINGTON DC,WASHINGTON    DC,-15.89,Card ending 3928,2026-01,AutoZone,Auto & Gas,Expense
01/23/2026,TD ZELLE SENT 602300E0HU5E Zelle ABRAHAM BERHANE,,-15,TD Bank 4317,2026-01,Zelle (Sent),Transfers,Expense
01/23/2026,McDonalds 6449 WASHINGTON DC,WASHINGTON    DC,-15.81,Card ending 3928,2026-01,McDonald's,Food & Dining,Expense
01/23/2026,PAYPAL *AUTOZONEINC 402-935-7733 TN,402-935-7733  TN,-161.11,Card ending 3928,2026-01,AutoZone,Auto & Gas,Expense
01/23/2026,AUTOZONE #5234 WASHINGTON DC,WASHINGTON    DC,-34.97,Card ending 3928,2026-01,AutoZone,Auto & Gas,Expense
01/24/2026,CHIPOTLE 1515 WESTMINSTER MD,WESTMINSTER   MD,-11.08,Card ending 3928,2026-01,Chipotle,Food & Dining,Expense
01/24/2026,EXHALE SMOKE SHOP SILVER SPRINGMD,SILVER SPRING MD,-9,Card ending 3928,2026-01,Smoke Shop,Tobacco,Expense
01/24/2026,SUNOCO 0996315800 MUNCY VALLEY PA,MUNCY VALLEY  PA,-40,Card ending 3928,2026-01,Sunoco,Auto & Gas,Expense
01/26/2026,McDonalds 6449 WASHINGTON DC,WASHINGTON    DC,-16.36,Card ending 3928,2026-01,McDonald's,Food & Dining,Expense
01/26/2026,Popeyes 13945 Oswego NY,Oswego        NY,-13.23,Card ending 3928,2026-01,Popeyes,Food & Dining,Expense
01/26/2026,OSWEGO SMOKE N SHOP OSWEGO NY,OSWEGO        NY,-124.2,Card ending 3928,2026-01,Smoke Shop,Tobacco,Expense
01/26/2026,PRICE CHOPPER #226 OSWEGO NY,OSWEGO        NY,-4.33,Card ending 3928,2026-01,Price Chopper,Groceries,Expense
01/26/2026,MOONLIGHT DELI 1 CORP SYRACUSE NY,SYRACUSE      NY,-3.12,Card ending 3928,2026-01,Moonlight Deli 1 Corp Syracuse,Other,Expense
01/26/2026,EXHALE SMOKE SHOP SILVER SPRINGMD,SILVER SPRING MD,-32,Card ending 3928,2026-01,Smoke Shop,Tobacco,Expense
01/26/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/22 12:19p #2969,,-20,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/26/2026,CHICK-FIL-A #05006 315-401-7060 NY,315-401-7060  NY,-14.79,Card ending 3928,2026-01,Chick-fil-A,Food & Dining,Expense
01/26/2026,DOMINOS 3425 315-343-7250 NY,315-343-7250  NY,-33.97,Card ending 3928,2026-01,Domino's,Food & Dining,Expense
01/27/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 01/23 10:27a #2969,,-5,Citi Checking 5060,2026-01,Apple Cash (Sent),Transfers,Expense
01/27/2026,WM SUPERCENTER #5968 WASHINGTON DC 26024 : Debit Card Purchase Return 01/22 #2969,,58.17,Citi Checking 5060,2026-01,Walmart,Groceries,Income
01/28/2026,PRICE CHOPPER #226 OSWEGO NY,OSWEGO        NY,-61.66,Card ending 3928,2026-01,Price Chopper,Groceries,Expense
01/30/2026,TIKTOK SHOP TIKTOK.COM CA,TIKTOK.COM    CA,-18.35,Card ending 3928,2026-01,Tiktok Shop Tiktok.Com,Other,Expense
02/02/2026,NATANEM ABEB : Zelle Debit PAY ID:CTIAwb6F2S0n ORG ID:TDP,,-100,Citi Checking 5060,2026-02,Zelle (Sent),Transfers,Expense
02/02/2026,HULU HLU*HULUPLUS SANTA MONICA CAUS00148 : Debit Card Purchase,,-1.25,Citi Checking 5060,2026-02,Hulu Hlu*Huluplus Santa Monica Caus00148 : Debit Card Purchase,Other,Expense
02/02/2026,"Doordash, Inc. FastPay San FranciscoCAUS06065 : DEBIT CARD TRANSFER CREDIT",,113.32,Citi Checking 5060,2026-02,NSF Fee,Bank Fees,Income
02/02/2026,TD ZELLE RECEIVED 603100P04PKN Zelle NATANEM ABEBE,,100,TD Bank 4317,2026-02,Zelle (Received),Income,Income
02/02/2026,Online  Xfer Transfer from SV x4317,,400,TD Bank 4317,2026-02,Internal Transfer,Transfers,Income
02/02/2026,TD ZELLE SENT 603300A0KRGL Zelle MIN MAW,,-402,TD Bank 4317,2026-02,Zelle (Sent),Transfers,Expense
02/02/2026,CHIPOTLE MEX GR ONLINE TEAM-BANKING@CA,TEAM-BANKING@ CA,-27.59,Card ending 3928,2026-02,Chipotle,Food & Dining,Expense
02/02/2026,Online  Xfer Transfer from SV x4317,,10,TD Bank 4317,2026-02,Internal Transfer,Transfers,Income
02/02/2026,OSWEGO SMOKE N SHOP OSWEGO NY,OSWEGO        NY,-45.36,Card ending 3928,2026-02,Smoke Shop,Tobacco,Expense
02/03/2026,PAYPAL *PEACOCKTVLL A4 4029357733 NY 26031 : Mobile Purchase Sign Based 01/30 09:40a #2969,,-3.17,Citi Checking 5060,2026-02,Paypal *Peacocktvll A4,Other,Expense
02/05/2026,PRICE CHOPPER #226 OSWEGO NY,OSWEGO        NY,-23.87,Card ending 3928,2026-02,Price Chopper,Groceries,Expense
02/05/2026,ONLINE/MOBILE RECURRING,,132.44,Card ending 3928,2026-02,Online/Mobile Recurring,Income,Income
02/06/2026,McDonalds 22200 OSWEGO NY,OSWEGO        NY,-7,Card ending 3928,2026-02,McDonald's,Food & Dining,Expense
02/06/2026,D8212 SPEEDWAY 44933 ROCHESTER NYUS07 : Mobile Purchase PIN Based,,-3.23,Citi Checking 5060,2026-02,Speedway,Other,Expense
02/06/2026,APPLE CASH INST XFER CUPERTINO CAUS06265 : DEBIT CARD TRANSFER CREDIT,,39.4,Citi Checking 5060,2026-02,Apple Cash (Received),Income,Income
02/06/2026,BANK OF AMERICA PAYMENT,,-132.44,TD Bank 4317,2026-02,Bank of America (Payment),Debt Payments,Expense
02/06/2026,D8212 APPLE CASH SENT MONEY CUPERTINO CA 26 : Mobile Purchase Sign Based 02/04 08:06p #2969,,-30,Citi Checking 5060,2026-02,Apple Cash (Sent),Transfers,Expense
02/07/2026,OSWEGO SMOKE N SHOP OSWEGO NY,OSWEGO        NY,-81,Card ending 3928,2026-02,Smoke Shop,Tobacco,Expense
02/07/2026,EXOTIC SMOKE SHOP AMHERST NY,AMHERST       NY,-5.44,Card ending 3928,2026-02,Smoke Shop,Tobacco,Expense
02/07/2026,CHIPOTLE 4425 ROCHESTER NY,ROCHESTER     NY,-10.75,Card ending 3928,2026-02,Chipotle,Food & Dining,Expense
02/09/2026,D8212 DOMINOS 3425 OSWEGO NY 26 : Mobile Purchase Sign Based 02/05 08:55p #2969,,-24.32,Citi Checking 5060,2026-02,Domino's,Food & Dining,Expense
02/09/2026,APPLE.COM/BILL CUPERTINO CA 26037 : Debit Card Purchase 02/06 02:28a #2969,,-3.17,Citi Checking 5060,2026-02,Apple Subscriptions,Subscriptions,Expense
02/09/2026,SNK OSWEGO OSWEGO NY,OSWEGO        NY,-30,Card ending 3928,2026-02,SNK Oswego,Food & Dining,Expense
02/09/2026,INSOMNIA COOKIES - BUF AMHERST NY,AMHERST       NY,-9.79,Card ending 3928,2026-02,Insomnia Cookies,Food & Dining,Expense
02/09/2026,Online  Xfer Transfer from SV x4317,,50,TD Bank 4317,2026-02,Internal Transfer,Transfers,Income
02/09/2026,TD ZELLE SENT 604000H0HOZO Zelle ZWE AUNG,,-20,TD Bank 4317,2026-02,Zelle (Sent),Transfers,Expense
02/09/2026,CPI*CONTINENTAL HOSPITALI248-414-1700 MI,248-414-1700  MI,-2.85,Card ending 3928,2026-02,Continental (Hotel),Travel,Expense
02/09/2026,EXOTIC SMOKE SHOP AMHERST NY,AMHERST       NY,-5.44,Card ending 3928,2026-02,Smoke Shop,Tobacco,Expense
02/10/2026,D8212 CPI*CONTINENTAL HOSPIT 248-414-1700 MI 26 : Mobile Purchase Sign Based 02/06 11:43p #2969,,-2.25,Citi Checking 5060,2026-02,Continental (Hotel),Travel,Expense
02/10/2026,D8212 Nayax **EXCEL Tire Gau Oswego NY 26 : Mobile Purchase Sign Based 02/06 12:54p #2969,,-2.5,Citi Checking 5060,2026-02,Nayax Vending,Groceries,Expense
02/11/2026,D0507 UEP*ICHA CAFE BUFFALO NY 26 : Mobile Purchase Sign Based 02/09 04:04p #2969,,-14.68,Citi Checking 5060,2026-02,Icha Cafe,Food & Dining,Expense
02/11/2026,D0507 CHIPOTLE MEX GR ONLINE NEWPORT BEACH CA 26 : Mobile Purchase Sign Based 02/09 06:43p #2969,,-16.9,Citi Checking 5060,2026-02,Chipotle,Food & Dining,Expense
02/12/2026,AMSALE BELET : Zelle Credit PAY ID:BACoieg30wcj ORG ID:BAC,,500,Citi Checking 5060,2026-02,Zelle (Received),Income,Income
02/13/2026,Online  Xfer Transfer from SV x4317,,100,TD Bank 4317,2026-02,Internal Transfer,Transfers,Income
02/13/2026,SPECTRUM SPECTRUM : ACH Electronic Debit,,-60,Citi Checking 5060,2026-02,Spectrum,Bills & Utilities,Expense
02/13/2026,PAYPAL *PATREON MEMBE 4029357733 CA 26043 : Mobile Purchase Sign Based 02/11 07:12p #2969,,-5,Citi Checking 5060,2026-02,Patreon,Subscriptions,Expense
